human,humanLabel,awardEditionLabel,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time
,,50th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1166180,Julia,http://www.wikidata.org/entity/Q55420,Fred Zinnemann,1978-04-03T00:00:00Z
,,50th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1166180,Julia,http://www.wikidata.org/entity/Q55420,Fred Zinnemann,1978-04-03T00:00:00Z
,,50th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q1166180,Julia,http://www.wikidata.org/entity/Q55420,Fred Zinnemann,1978-04-03T00:00:00Z
,,49th Academy Awards,Academy Award for Best Live Action Short Film,http://www.wikidata.org/entity/Q12125059,In the Region of Ice,http://www.wikidata.org/entity/Q3376961,Peter Werner,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Documentary (Short Subject),http://www.wikidata.org/entity/Q7069549,Number Our Days,http://www.wikidata.org/entity/Q3736945,Lynne Littman,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q836298,The Omen,http://www.wikidata.org/entity/Q262130,Richard Donner,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q188652,Rocky,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q188652,Rocky,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q188652,Rocky,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q18429,Fellini's Casanova,http://www.wikidata.org/entity/Q7371,Federico Fellini,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q466781,All the President's Men,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q466781,All the President's Men,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1977-03-28T00:00:00Z
,,49th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q466781,All the President's Men,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q466781,All the President's Men,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Original Song Score,http://www.wikidata.org/entity/Q533585,Bound for Glory,http://www.wikidata.org/entity/Q358370,Hal Ashby,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q533585,Bound for Glory,http://www.wikidata.org/entity/Q358370,Hal Ashby,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q572165,Network,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1977-03-28T00:00:00Z
,,49th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q1634738,Black and White in Color,http://www.wikidata.org/entity/Q154490,Jean-Jacques Annaud,1977-03-28T00:00:00Z
,,48th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q15623971,The Sunshine Boys,http://www.wikidata.org/entity/Q711415,Herbert Ross,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q189505,Jaws,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Original Dramatic Score,http://www.wikidata.org/entity/Q189505,Jaws,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q189505,Jaws,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z
,,48th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,http://www.wikidata.org/entity/Q51525,Miloš Forman,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q458656,Dog Day Afternoon,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Original Song Score,http://www.wikidata.org/entity/Q471716,Barry Lyndon,http://www.wikidata.org/entity/Q2001,Stanley Kubrick,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q471716,Barry Lyndon,http://www.wikidata.org/entity/Q2001,Stanley Kubrick,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q471716,Barry Lyndon,http://www.wikidata.org/entity/Q2001,Stanley Kubrick,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q471716,Barry Lyndon,http://www.wikidata.org/entity/Q2001,Stanley Kubrick,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1534188,Shampoo,http://www.wikidata.org/entity/Q358370,Hal Ashby,1976-03-29T00:00:00Z
,,48th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q3521745,The Man Who Skied Down Everest,http://www.wikidata.org/entity/Q933453,Lawrence Schiller,1976-03-29T00:00:00Z
,,47th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q644987,Chinatown,http://www.wikidata.org/entity/Q51552,Roman Polanski,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z
,,47th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Original Dramatic Score,http://www.wikidata.org/entity/Q184768,The Godfather Part II,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q372959,The Towering Inferno,http://www.wikidata.org/entity/Q137489,John Guillermin,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q372959,The Towering Inferno,http://www.wikidata.org/entity/Q137489,John Guillermin,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q18428,Amarcord,http://www.wikidata.org/entity/Q7371,Federico Fellini,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q500280,Earthquake,http://www.wikidata.org/entity/Q31225,Mark Robson,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q916431,Alice Doesn't Live Here Anymore,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1191093,Harry and Tonto,http://www.wikidata.org/entity/Q270560,Paul Mazursky,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Original Song Score,http://www.wikidata.org/entity/Q1198799,The Great Gatsby,http://www.wikidata.org/entity/Q17887,Jack Clayton,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q1198799,The Great Gatsby,http://www.wikidata.org/entity/Q17887,Jack Clayton,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q3241699,Murder on the Orient Express,http://www.wikidata.org/entity/Q51559,Sidney Lumet,1975-04-08T00:00:00Z
,,47th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q3280602,Hearts and Minds,http://www.wikidata.org/entity/Q7173572,Peter Davis,1975-04-08T00:00:00Z
,,46th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q7737636,The Great American Cowboy,http://www.wikidata.org/entity/Q3196483,Kieth Merrill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q830874,Cries and Whispers,http://www.wikidata.org/entity/Q7546,Ingmar Bergman,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q771605,Save the Tiger,http://www.wikidata.org/entity/Q260125,John G. Avildsen,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q603162,Paper Moon,http://www.wikidata.org/entity/Q158250,Peter Bogdanovich,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q185053,The Paper Chase,http://www.wikidata.org/entity/Q977453,James Bridges,1974-04-02T00:00:00Z
,,46th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q274167,The Exorcist,http://www.wikidata.org/entity/Q51582,William Friedkin,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q274167,The Exorcist,http://www.wikidata.org/entity/Q51582,William Friedkin,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Original Song Score,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q62665,The Sting,http://www.wikidata.org/entity/Q51570,George Roy Hill,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q909816,Day for Night,http://www.wikidata.org/entity/Q53002,François Truffaut,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Original Dramatic Score,http://www.wikidata.org/entity/Q910900,The Way We Were,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1974-04-02T00:00:00Z
,,46th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1622883,A Touch of Class,http://www.wikidata.org/entity/Q41131,Melvin Frank,1974-04-02T00:00:00Z
,,45th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q5104788,Travels with My Aunt,http://www.wikidata.org/entity/Q56014,George Cukor,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q308920,The Discreet Charm of the Bourgeoisie,http://www.wikidata.org/entity/Q51545,Luis Buñuel,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q47703,The Godfather,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1973-03-27T00:00:00Z
,,45th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q47703,The Godfather,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q47703,The Godfather,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q500672,The Candidate,http://www.wikidata.org/entity/Q1561788,Michael Ritchie,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Original Dramatic Score,http://www.wikidata.org/entity/Q584509,Limelight,http://www.wikidata.org/entity/Q882,Charlie Chaplin,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Original Song Score,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q918363,Cabaret,http://www.wikidata.org/entity/Q313256,Bob Fosse,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q1763495,Marjoe,http://www.wikidata.org/entity/Q2224404,Sarah Kernochan,1973-03-27T00:00:00Z
,,45th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q2608654,Butterflies Are Free,http://www.wikidata.org/entity/Q13382715,Milton Katselas,1973-03-27T00:00:00Z
,,44th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q683014,The Garden of the Finzi-Continis,http://www.wikidata.org/entity/Q53004,Vittorio De Sica,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q657803,The Hellstrom Chronicle,http://www.wikidata.org/entity/Q1660432,Walon Green,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q220735,The French Connection,http://www.wikidata.org/entity/Q51582,William Friedkin,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q220735,The French Connection,http://www.wikidata.org/entity/Q51582,William Friedkin,1972-04-10T00:00:00Z
,,44th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q220735,The French Connection,http://www.wikidata.org/entity/Q51582,William Friedkin,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q220735,The French Connection,http://www.wikidata.org/entity/Q51582,William Friedkin,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q220735,The French Connection,http://www.wikidata.org/entity/Q51582,William Friedkin,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q512475,Nicholas and Alexandra,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q512475,Nicholas and Alexandra,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1218959,The Last Picture Show,http://www.wikidata.org/entity/Q158250,Peter Bogdanovich,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1218959,The Last Picture Show,http://www.wikidata.org/entity/Q158250,Peter Bogdanovich,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1348177,Klute,http://www.wikidata.org/entity/Q51519,Alan J. Pakula,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q1630422,The Hospital,http://www.wikidata.org/entity/Q455043,Arthur Hiller,1972-04-10T00:00:00Z
,,44th Academy Awards,Academy Award for Best Original Dramatic Score,http://www.wikidata.org/entity/Q1781831,Summer of '42,http://www.wikidata.org/entity/Q467785,Robert Mulligan,1972-04-10T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q729991,Love Story,http://www.wikidata.org/entity/Q455043,Arthur Hiller,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q630132,Women in Love,http://www.wikidata.org/entity/Q55249,Ken Russell,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q258092,Tora! Tora! Tora!,http://www.wikidata.org/entity/Q262735,Richard Fleischer,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q217220,Patton,http://www.wikidata.org/entity/Q51503,Franklin J. Schaffner,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q409022,Airport,http://www.wikidata.org/entity/Q288337,George Seaton,1971-04-15T00:00:00Z
,,43rd Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q494085,MASH,http://www.wikidata.org/entity/Q55163,Robert Altman,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q1140881,Cromwell,http://www.wikidata.org/entity/Q1361382,Ken Hughes,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q1299410,Investigation of a Citizen Above Suspicion,http://www.wikidata.org/entity/Q53044,Elio Petri,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1423795,Ryan's Daughter,http://www.wikidata.org/entity/Q55260,David Lean,1971-04-15T00:00:00Z
,,43rd Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q1423795,Ryan's Daughter,http://www.wikidata.org/entity/Q55260,David Lean,1971-04-15T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q667764,The Prime of Miss Jean Brodie,http://www.wikidata.org/entity/Q460090,Ronald Neame,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q603263,True Grit,http://www.wikidata.org/entity/Q457250,Henry Hathaway,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q232000,Butch Cassidy and the Sundance Kid,http://www.wikidata.org/entity/Q51570,George Roy Hill,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q232000,Butch Cassidy and the Sundance Kid,http://www.wikidata.org/entity/Q51570,George Roy Hill,1970-04-07T00:00:00Z
,,42nd Academy Awards,"Academy Award for Best Original Score, no Musical",http://www.wikidata.org/entity/Q232000,Butch Cassidy and the Sundance Kid,http://www.wikidata.org/entity/Q51570,George Roy Hill,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q136605,Z,http://www.wikidata.org/entity/Q296698,Costa-Gavras,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q136605,Z,http://www.wikidata.org/entity/Q296698,Costa-Gavras,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q61696,Midnight Cowboy,http://www.wikidata.org/entity/Q55303,John Schlesinger,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q61696,Midnight Cowboy,http://www.wikidata.org/entity/Q55303,John Schlesinger,1970-04-07T00:00:00Z
,,42nd Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q61696,Midnight Cowboy,http://www.wikidata.org/entity/Q55303,John Schlesinger,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q467262,Cactus Flower,http://www.wikidata.org/entity/Q1388109,Gene Saks,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q475293,"Hello, Dolly!",http://www.wikidata.org/entity/Q73089,Gene Kelly,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q475293,"Hello, Dolly!",http://www.wikidata.org/entity/Q73089,Gene Kelly,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q475293,"Hello, Dolly!",http://www.wikidata.org/entity/Q73089,Gene Kelly,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q910226,Anne of the Thousand Days,http://www.wikidata.org/entity/Q951493,Charles Jarrott,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q918485,Marooned,http://www.wikidata.org/entity/Q361670,John Sturges,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1140171,"They Shoot Horses, Don't They?",http://www.wikidata.org/entity/Q51522,Sydney Pollack,1970-04-07T00:00:00Z
,,42nd Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q3201856,Arthur Rubinstein – The Love of Life,http://www.wikidata.org/entity/Q3085673,François Reichenbach,1970-04-07T00:00:00Z
,,41st Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q845176,War and Peace,http://www.wikidata.org/entity/Q55190,Sergei Bondarchuk,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q607179,Rosemary's Baby,http://www.wikidata.org/entity/Q51552,Roman Polanski,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q315732,The Producers,http://www.wikidata.org/entity/Q104266,Mel Brooks,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q261209,Bullitt,http://www.wikidata.org/entity/Q314301,Peter Yates,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q141359,Oliver!,http://www.wikidata.org/entity/Q95143,Carol Reed,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q141359,Oliver!,http://www.wikidata.org/entity/Q95143,Carol Reed,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q141359,Oliver!,http://www.wikidata.org/entity/Q95143,Carol Reed,1969-04-14T00:00:00Z
,,41st Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q141359,Oliver!,http://www.wikidata.org/entity/Q95143,Carol Reed,1969-04-14T00:00:00Z
