human,humanLabel,awardEditionLabel,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time
,,19th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q645094,The Best Years of Our Lives,http://www.wikidata.org/entity/Q51495,William Wyler,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q645094,The Best Years of Our Lives,http://www.wikidata.org/entity/Q51495,William Wyler,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Original Dramatic or Comedy Score,http://www.wikidata.org/entity/Q645094,The Best Years of Our Lives,http://www.wikidata.org/entity/Q51495,William Wyler,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q645094,The Best Years of Our Lives,http://www.wikidata.org/entity/Q51495,William Wyler,1947-03-13T00:00:00Z
,,19th Academy Awards,"Academy Award for Best Art Direction, Black and White",http://www.wikidata.org/entity/Q563731,Anna and the King of Siam,http://www.wikidata.org/entity/Q1348309,John Cromwell,1947-03-13T00:00:00Z
,,19th Academy Awards,"Academy Award for Best Cinematography, Black-and-White",http://www.wikidata.org/entity/Q563731,Anna and the King of Siam,http://www.wikidata.org/entity/Q1348309,John Cromwell,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Special Effects,http://www.wikidata.org/entity/Q1141582,Blithe Spirit,http://www.wikidata.org/entity/Q55260,David Lean,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q1194613,The Jolson Story,http://www.wikidata.org/entity/Q120541,Alfred Edward Green,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q1194613,The Jolson Story,http://www.wikidata.org/entity/Q120541,Alfred Edward Green,1947-03-13T00:00:00Z
,,19th Academy Awards,"Academy Award for Best Art Direction, Color",http://www.wikidata.org/entity/Q1217612,The Yearling,http://www.wikidata.org/entity/Q435029,Clarence Brown,1947-03-13T00:00:00Z
,,19th Academy Awards,"Academy Award for Best Cinematography, Color",http://www.wikidata.org/entity/Q1217612,The Yearling,http://www.wikidata.org/entity/Q435029,Clarence Brown,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1627707,To Each His Own,http://www.wikidata.org/entity/Q276130,Mitchell Leisen,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q3227109,The Seventh Veil,http://www.wikidata.org/entity/Q466415,Compton Bennett,1947-03-13T00:00:00Z
,,19th Academy Awards,Academy Award for Best Story,http://www.wikidata.org/entity/Q3421741,Perfect Strangers,http://www.wikidata.org/entity/Q55221,Alexander Korda,1947-03-13T00:00:00Z
,,18th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q638085,The Bells of St. Mary's,http://www.wikidata.org/entity/Q332530,Leo McCarey,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q284686,National Velvet,http://www.wikidata.org/entity/Q435029,Clarence Brown,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q284686,National Velvet,http://www.wikidata.org/entity/Q435029,Clarence Brown,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q237134,The Lost Weekend,http://www.wikidata.org/entity/Q51547,Billy Wilder,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q237134,The Lost Weekend,http://www.wikidata.org/entity/Q51547,Billy Wilder,1946-03-07T00:00:00Z
,,18th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q237134,The Lost Weekend,http://www.wikidata.org/entity/Q51547,Billy Wilder,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q237134,The Lost Weekend,http://www.wikidata.org/entity/Q51547,Billy Wilder,1946-03-07T00:00:00Z
,,18th Academy Awards,"Academy Award for Best Cinematography, Color",http://www.wikidata.org/entity/Q210873,Leave Her to Heaven,http://www.wikidata.org/entity/Q1358863,John M. Stahl,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q477472,The True Glory,http://www.wikidata.org/entity/Q95143,Carol Reed,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Original Dramatic or Comedy Score,http://www.wikidata.org/entity/Q497311,Spellbound,http://www.wikidata.org/entity/Q7374,Alfred Hitchcock,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q542988,Anchors Aweigh,http://www.wikidata.org/entity/Q630981,George Sidney,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q939495,Marie-Louise,http://www.wikidata.org/entity/Q78899,Leopold Lindtberg,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q979726,Mildred Pierce,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1946-03-07T00:00:00Z
,,18th Academy Awards,"Academy Award for Best Cinematography, Black-and-White",http://www.wikidata.org/entity/Q1167299,The Picture of Dorian Gray,http://www.wikidata.org/entity/Q356913,Albert Lewin,1946-03-07T00:00:00Z
,,18th Academy Awards,"Academy Award for Best Art Direction, Color",http://www.wikidata.org/entity/Q1167859,Frenchman's Creek,http://www.wikidata.org/entity/Q276130,Mitchell Leisen,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Special Effects,http://www.wikidata.org/entity/Q1198132,Wonder Man,http://www.wikidata.org/entity/Q2420942,H. Bruce Humberstone,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1304320,A Tree Grows in Brooklyn,http://www.wikidata.org/entity/Q72717,Elia Kazan,1946-03-07T00:00:00Z
,,18th Academy Awards,Academy Award for Best Story,http://www.wikidata.org/entity/Q2403802,The House on 92nd Street,http://www.wikidata.org/entity/Q457250,Henry Hathaway,1946-03-07T00:00:00Z
,,18th Academy Awards,"Academy Award for Best Art Direction, Black and White",http://www.wikidata.org/entity/Q3040419,Blood on the Sun,http://www.wikidata.org/entity/Q28941,Frank Lloyd,1946-03-07T00:00:00Z
,,17th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q841781,Gaslight,http://www.wikidata.org/entity/Q56014,George Cukor,1945-03-15T00:00:00Z
,,17th Academy Awards,"Academy Award for Best Art Direction, Black and White",http://www.wikidata.org/entity/Q841781,Gaslight,http://www.wikidata.org/entity/Q56014,George Cukor,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q606928,Wilson,http://www.wikidata.org/entity/Q269505,Henry King,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q606928,Wilson,http://www.wikidata.org/entity/Q269505,Henry King,1945-03-15T00:00:00Z
,,17th Academy Awards,"Academy Award for Best Cinematography, Color",http://www.wikidata.org/entity/Q606928,Wilson,http://www.wikidata.org/entity/Q269505,Henry King,1945-03-15T00:00:00Z
,,17th Academy Awards,"Academy Award for Best Art Direction, Color",http://www.wikidata.org/entity/Q606928,Wilson,http://www.wikidata.org/entity/Q269505,Henry King,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q606928,Wilson,http://www.wikidata.org/entity/Q269505,Henry King,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Story,http://www.wikidata.org/entity/Q468877,Going My Way,http://www.wikidata.org/entity/Q332530,Leo McCarey,1945-03-15T00:00:00Z
,,17th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q468877,Going My Way,http://www.wikidata.org/entity/Q332530,Leo McCarey,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q468877,Going My Way,http://www.wikidata.org/entity/Q332530,Leo McCarey,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q468877,Going My Way,http://www.wikidata.org/entity/Q332530,Leo McCarey,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q468877,Going My Way,http://www.wikidata.org/entity/Q332530,Leo McCarey,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q468877,Going My Way,http://www.wikidata.org/entity/Q332530,Leo McCarey,1945-03-15T00:00:00Z
,,17th Academy Awards,"Academy Award for Best Cinematography, Black-and-White",http://www.wikidata.org/entity/Q976149,Laura,http://www.wikidata.org/entity/Q52997,Otto Preminger,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Special Effects,http://www.wikidata.org/entity/Q1258295,Thirty Seconds Over Tokyo,http://www.wikidata.org/entity/Q103788,Mervyn LeRoy,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q1331696,The Fighting Lady,http://www.wikidata.org/entity/Q51495,William Wyler,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q1366560,Cover Girl,http://www.wikidata.org/entity/Q149507,Charles Vidor,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Original Dramatic or Comedy Score,http://www.wikidata.org/entity/Q1620639,Since You Went Away,http://www.wikidata.org/entity/Q72291,David O. Selznick,1945-03-15T00:00:00Z
,,17th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q2704665,None but the Lonely Heart,http://www.wikidata.org/entity/Q734944,Clifford Odets,1945-03-15T00:00:00Z
,,16th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q669749,The Song of Bernadette,http://www.wikidata.org/entity/Q269505,Henry King,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Original Dramatic or Comedy Score,http://www.wikidata.org/entity/Q669749,The Song of Bernadette,http://www.wikidata.org/entity/Q269505,Henry King,1944-03-02T00:00:00Z
,,16th Academy Awards,"Academy Award for Best Cinematography, Black-and-White",http://www.wikidata.org/entity/Q669749,The Song of Bernadette,http://www.wikidata.org/entity/Q269505,Henry King,1944-03-02T00:00:00Z
,,16th Academy Awards,"Academy Award for Best Art Direction, Black and White",http://www.wikidata.org/entity/Q669749,The Song of Bernadette,http://www.wikidata.org/entity/Q269505,Henry King,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q653462,Princess O'Rourke,http://www.wikidata.org/entity/Q919642,Norman Krasna,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q132689,Casablanca,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q132689,Casablanca,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1944-03-02T00:00:00Z
,,16th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q132689,Casablanca,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q515572,For Whom the Bell Tolls,http://www.wikidata.org/entity/Q457269,Sam Wood,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q920105,Watch on the Rhine,http://www.wikidata.org/entity/Q645627,Hal Mohr,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q1200597,Desert Victory,http://www.wikidata.org/entity/Q212466,Roy Boulting,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q1425082,Air Force,http://www.wikidata.org/entity/Q51581,Howard Hawks,1944-03-02T00:00:00Z
,,16th Academy Awards,"Academy Award for Best Art Direction, Color",http://www.wikidata.org/entity/Q1435221,Phantom of the Opera,http://www.wikidata.org/entity/Q327493,Arthur Lubin,1944-03-02T00:00:00Z
,,16th Academy Awards,"Academy Award for Best Cinematography, Color",http://www.wikidata.org/entity/Q1435221,Phantom of the Opera,http://www.wikidata.org/entity/Q327493,Arthur Lubin,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Story,http://www.wikidata.org/entity/Q1520430,The Human Comedy,http://www.wikidata.org/entity/Q435029,Clarence Brown,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1620549,The More the Merrier,http://www.wikidata.org/entity/Q51490,George Stevens,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q2718620,This Land Is Mine,http://www.wikidata.org/entity/Q50713,Jean Renoir,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q3018061,This Is the Army,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1944-03-02T00:00:00Z
,,16th Academy Awards,Academy Award for Best Special Effects,http://www.wikidata.org/entity/Q3606552,Crash Dive,http://www.wikidata.org/entity/Q377412,Otto Brower,1944-03-02T00:00:00Z
,,15th Academy Awards,Academy Award for Best Special Effects,http://www.wikidata.org/entity/Q31971,Reap the Wild Wind,http://www.wikidata.org/entity/Q72267,Cecil B. DeMille,1943-03-04T00:00:00Z
,,15th Academy Awards,"Academy Award for Best Cinematography, Black-and-White",http://www.wikidata.org/entity/Q478371,Mrs. Miniver,http://www.wikidata.org/entity/Q51495,William Wyler,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q478371,Mrs. Miniver,http://www.wikidata.org/entity/Q51495,William Wyler,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q478371,Mrs. Miniver,http://www.wikidata.org/entity/Q51495,William Wyler,1943-03-04T00:00:00Z
,,15th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q478371,Mrs. Miniver,http://www.wikidata.org/entity/Q51495,William Wyler,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q478371,Mrs. Miniver,http://www.wikidata.org/entity/Q51495,William Wyler,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q478371,Mrs. Miniver,http://www.wikidata.org/entity/Q51495,William Wyler,1943-03-04T00:00:00Z
,,15th Academy Awards,"Academy Award for Best Cinematography, Color",http://www.wikidata.org/entity/Q515528,The Black Swan,http://www.wikidata.org/entity/Q269505,Henry King,1943-03-04T00:00:00Z
,,15th Academy Awards,"Academy Award for Best Art Direction, Color",http://www.wikidata.org/entity/Q1127669,My Gal Sal,http://www.wikidata.org/entity/Q727791,Irving Cummings,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1185386,Johnny Eager,http://www.wikidata.org/entity/Q103788,Mervyn LeRoy,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q1198860,The Pride of the Yankees,http://www.wikidata.org/entity/Q457269,Sam Wood,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q1212587,Woman of the Year,http://www.wikidata.org/entity/Q51490,George Stevens,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q1321622,Yankee Doodle Dandy,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Original Musical Score,http://www.wikidata.org/entity/Q1321622,Yankee Doodle Dandy,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1321622,Yankee Doodle Dandy,http://www.wikidata.org/entity/Q51491,Michael Curtiz,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Original Dramatic or Comedy Score,http://www.wikidata.org/entity/Q1346566,"Now, Voyager",http://www.wikidata.org/entity/Q323243,Irving Rapper,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Story,http://www.wikidata.org/entity/Q1620394,49th Parallel,http://www.wikidata.org/entity/Q55234,Michael Powell,1943-03-04T00:00:00Z
,,15th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q1858285,Moscow Strikes Back,http://www.wikidata.org/entity/Q4103889,Leonid Varlamov,1943-03-04T00:00:00Z
